Country,Year,Area,Location,Activity,Sex,Age,Injury,Fatal_Y_N,Species,Month
USA,2002,Florida,"New Smyrna Beach, Volusia County",Wading,M,41,Two half-inch lacerations on right heel and one near small toe,N,3'  shark,4
USA,2002,Florida,"Lauderdale-By-The-Sea, Broward County",Swimming / Wading,M,29,Upper left arm bitten,N,0.9 m [3'] shark,4
USA,2002,Hawaii,"Brenecke Beach, Po'ipu, Kaua'i",Body-boarding,M,17,Left leg severed below knee,N,Tiger shark,3
USA,2002,Florida,"Cocoa Beach, Brevard County",Wading,F,11,Foot bitten,N,  ,3
BRAZIL,2002,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,16,"Severe kacerations, FATAL",Y,other,3
USA,2002,Florida,"Daytona Beach Shores, Volusia County",Swimming /  boogie boarding,M,20,Punctures on left foot and foot ,N,4' shark,3
USA,2002,Florida,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,M,39,Arm bitten,N,"Nurse shark, 1m ",3
USA,2002,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,Several  puncture wounds on lower right leg,N,"Spinner shark, 3' to 4' ",3
TURKS & CAICOS,2002,other,other,Capsized fishing boat,M,0,FATAL,Y,other,2
AUSTRALIA,2002,Queensland,Sunshine Beach,Surfing,M,30 or 36,Heel / foot bitten,N,"1.5 m [5'] ""whaler shark""",2
FIJI,2002,Cikobia Island (north of Vanua Levu),other,other,M,15,"FATAL, lower thigh & knee severely lacerated ",Y,other,2
AUSTRALIA,2002,New South Wales,Just north of Fingal Spit,Surfing,M,20,Bruises & minor cuts,N,"Tiger shark, 3 m [10']",1
AUSTRALIA,2002,Western Australia,Collie River ,Swimming,M,32,15 cm wound on inner thigh,N,other,1
SOUTH AFRICA,2002,KwaZulu-Natal,Durban Harbor,Fishing,M,16,Leg bitten & surgically amputated,N,Zambesi shark?,1
BRAZIL,2002,Pernambuco,Candeias,Swimming,UNKNOWN,0,FATAL,Y,other,1
SOUTH AFRICA,2002,KwaZulu-Natal,Mtunzini,Surf skiing,M,26,Foot & calf bitten,N,Unidentified,1
USA,2002,Hawaii,"Olowalu, Maui",Snorkeling,M,35,Lacerations to buttocks & thigh,N,"Tiger shark, 1.8 m [6'] ",1
AUSTRALIA,2001,New South Wales,"Flat Rock Beach, Lennox Head",Surfing,M,49,"No Injury, shark hit board",N,Bronze whaler shark,11
USA,2001,Hawaii,"Kapalua, Maui",Surfing,UNKNOWN,0,"No injury, portion of board's lower surface removed",N,other,11
SOUTH AFRICA,2001,KwaZulu-Natal,Salt Rock ,Kite-Boarding,M,0,No injury,N,"Mako shark, 2 m [6.75'] ",10
AUSTRALIA,2001,Queensland,200 miles offshore,Snorkeling,F,20,Lacerations to right forearm & shoulder injured,N,Bronze whaler shark?,10
MEXICO,2001,Guerrero,Ixtapa,Body surfing,M,26,Hand injured,N,"Tiger shark, 1.8 m [6']",9
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,"1"" to 2"" cuts on right ankle & foot",N,other,9
USA,2001,Florida,A quarter mile north of Fort Pierce Inlet,Boogie boarding,M,65,"2 lacerations on lower back, punctures on buttock",N,2' to 3.5' shark,9
USA,2001,North Carolina,"North Topsail Beach, Onslow County",Surfing,M,16,Foot bitten,N,other,9
USA,2001,Florida,"Key Biscayne, Dade County",Walking in shallows,M,13,Minor injury to left leg,N,other,9
USA,2001,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming ,M,28,FATAL,Y,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,9
USA,2001,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,F,23,Left buttock & foot  severed,N,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,9
USA,2001,Florida,"Mayport Naval Station, Jacksonville, Duval Country",Wading,M,20,Right calf lacerated,N,1.5 m [5'] shark,9
USA,2001,Virginia,"Sandbridge Beach, Princess Anne County",Swimming ,M,10,"FATAL, thigh bitten ",Y,bull shark,9
BAHAMAS,2001,Abaco Islands,North of Grand Cay,Spearfishing,M,44,Torso lacerated,N,3 m [10'] bull shark,8
USA,2001,Florida,"Coquina Beach, Anna Maria Island, Manatee County",Standing,F,29,Punctures & lacerations on elbow & forearm,N,other,8
USA,2001,Florida,"New Smyrna Beach, Volusia County",Wading,M,69,Heel lacerated,N,other,8
USA,2001,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18,Thigh & foot bitten,N,other,8
USA,2001,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18,Upper left thigh & right foot bitten,N,other,8
USA,2001,Florida,"Daytona, Volusia County ",Surfing,M,17,Foot lacerated,N,a small shark,8
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,27,Thigh lacerated,N,other,8
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,32,Cuts on right foot,N,other,8
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,F,17,Lacerations to lower leg,N,other,8
USA,2001,Florida,"Wilbur-by-the-Sea, Volusia County",Surfing,F,17,Left foot lacerated,N,other,8
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Cuts on right foot,N,Possibly  a blacktip or spinner shark,8
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Back of left hand gashed,N,"3' shark, possibly  a blacktip or spinner shark",8
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Left ankle bitten,N,"Blacktip shark, 5' to 6' ",8
BAHAMAS,2001,Grand Bahama Island,"High Rock, 25 to 30 miles east of Freeport",Spearfishing,M,43,Calf bitten,N,1.9 m [6.5'] bull shark,8
THAILAND,2001,Rayong Province,Laem Mae Pim Beach,Fell off banana boat,M,21 & ?,Legs bitten,N,3 m [10'] shark,8
USA,2001,South Carolina,"Near 70th Avenue, Myrtle Beach, Horry County",other,F,0,Toe bitten,N,other,8
BAHAMAS,2001,Grand Bahama Island,Freeport,Swimming,M,36,"Leg bitten, later surgically amputated above the knee",N,other,8
USA,2001,South Carolina,"Myrtle Beach, Horry County",other,F,0,Survived,N,other,7
USA,2001,Florida,"Taverniier, Monroe County",other,M,0,Minor injury,N,other,7
USA,2001,Florida,"Marathon , Monroe County",other,F,0,2 bites behind knee,N,Nurse shark,7
USA,2001,Florida,"Santa Rosa Island, Escambia County",Surfing,M,48,Left foot & heel lacerated,N,other,7
USA,2001,Florida,"Amelia Island, Nassau County",Boogie boarding,M,18,Foot lacerated,N,0.9 m  [3'] shark,7
MEXICO,2001,Baja California,Ensenada,Surfing,M,42,Foot bitten,N,other,7
USA,2001,Florida,Gulf Islands National Seashore,Swimming,M,8,"Arm severed, surgically reattached",N,"Bull shark, 2.3 m [7.5'] ",7
USA,2001,South Carolina,"Isle of Palms, Charleston County ",other,UNKNOWN,0,Hand bitten,N,other,7
USA,2001,Georgia,"Jekyll Island, Glynn County",Floating face-down in knee-deep water,M,35,2-inch cut on dorsum of left foot,N,other,7
USA,2001,Texas,Padre Island National Seashore,Swimming,M,14,Leg lacerated,N,1.5 m [5'] shark,6
USA,2001,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",Wading,F,29,3 puncture wounds on each side of her left  hand,N,2' shark,6
USA,2001,Texas,Galveston Island,other,M,16,Survived,N,other,5
USA,2001,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,M,11,Shin lacerated,N,1.2 m to 1.5 m [4.5' to 5'] shark,5
USA,2001,South Carolina,"Fripp Island, Beaufort County",Swimming,M,0,5.5-inch laceration on calf,N,other,5
SOUTH AFRICA,2001,Eastern Cape Province,East London,Surfing,M,26,Leg bitten,N,"White shark, 2.7 m to 3 m [9' to 10'] ",5
AUSTRALIA,2001,New South Wales,Noraville,Surfing,M,33 or 37,"Chest lacerated, surfboard bitten",N,other,5
USA,2001,Florida,"Jacksonville, Duval County",Surfing,M,45,Foot lacerated ,N,1.2 m to 1.5 m [4' to 5'] shark,5
FIJI,2001,Taveuni,other,"Spearfishing, carrying his catch",M,0,FATAL,Y,other,5
USA,2001,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,14,4 small lacerations on lower right leg,N,other,4
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Foot & ankle lacerated,N,other,4
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,12,Right foot & ankle lacerated,N,Possibly a juvenile blacktip or spinner shark,4
USA,2001,Florida,"Waveland Beach, Hutchinson Island, St Lucie County",other,M,35,Right ankle & lower leg lacerated,N,other,4
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,38,Foot & ankle lacerated,N,other,4
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Small cuts on big & pinky toes of left foot,N,Possibly a juvenile blacktip or spinner shark,4
USA,2001,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,12,Foot & ankle lacerated,N,Possibly a juvenile blacktip or spinner shark,4
USA,2001,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,M,22,Foot lacerated,N,Possibly a 1.5 m [5'] blacktip or spinner shark,4
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Minor cuts on right heel & foot,N,Possibly a juvenile blacktip or spinner shark,4
USA,2001,Florida,"New Smyrna Beach / Waveland, Volusia County",Surfing,M,22,Lacerations to top & bottom of left foot,N,other,4
USA,2001,Hawaii,"Ewa Beach, O'ahu",Surfing,M,0,Minor punctures & lacerations on left hand ,N,"1 m shark, possibly whitetip reef shark",4
USA,2001,Florida,"New Smyrna Beach, Volusia County",Surfing,UNKNOWN,16,Foot lacerated,N,Possibly a juvenile blacktip or spinner shark,4
SOUTH AFRICA,2001,Eastern Cape Province,Cape St. Francis,Surfing,M,46,"Thigh, hip & buttock bitten",N,"White shark, 2.7 m [9'] ",4
USA,2001,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",Standing alongside surfboard,M,26,Minor lacerations to dorsum of left foot,N,"""small shark""",4
BRAZIL,2001,Rio Grande de Norte,"Praia de Camapum, Macau",Batin,F,12,Left thigh bitten,N,other,4
AUSTRALIA,2001,New South Wales,Nambucca River Entrance,Surfing,M,40,Calf bitten,N,Bronze whaler shark,4
USA,2001,Hawaii,"Sandy Beach, Oahu",Body-boarding,M,0,"Minor cuts on left hand, body board bitten",N,other,3
USA,2001,Florida,"Coral Cove Park, Jupiter Island, Martin County",Surfing,M,0,Fingers & hand lacerated,N,"Spinner shark, 1.2 m to 1.5 m [4' to 5'] ",3
BRAZIL,2001,Pernambuco,"Boa Viagem Beach, Recife",Swimming,M,20,FATAL,Y,other,3
AUSTRALIA,2001,New South Wales,Broome Head,Surfing,M,40,Leg bitten,N,"Bronze whaler shark, 2.5 m [8.25']  k",2
CUBA,2001,Holquin Province,Off Blau Costa Verde resort,Swimming,F,55,Left arm bitten,N,2 m [6.75'] shark,1
USA,2001,California,"Sunset Cliffs, San Diego",Surfing,M,0,"Foot bruised, board dinged",N,"1.8 m to 2.4 m [6' to 8'] ""black finned shark""",1
AUSTRALIA,2000,Queensland,Flinders Cay,Scuba diving,M,23,Hand bitten,N,other,12
FIJI,2000,Taveuni,Garden Island Resort,Swimming back from anchored sailboat,M,47,"FATAL, leg severed ",Y,6 m [20'] shark,12
CANADA,2000,New Brunswick,Bay of Fundy,Diving for sea urchins,M,30,No injury,N,"Porbeagle shark, 3 m [10']rk",12
AUSTRALIA,2000,Queensland,"Sykes Reef, Great Barrier Reef",Spearfishing,M,38,Left elbow and forearm bitten,N,"Bronze whaler shark, 2.5 m [8.25'] ",12
NEW ZEALAND,2000,Cook Islands,"Arorangi, Rarotonga",Surfing,F,0,FATAL,Y,other,12
AUSTRALIA,2000,Queensland,Orpheus Island,Diving (shell maintenance),M,28,"No injury, wetsuit & swimfin torn",N,"Tiger shark, 4 m ",11
USA,2000,Florida,"Bonita Springs, Lee County",Swimming,M,73,Right calf lacerated,N,1.2 m to 1.8 m [4' to 6'] shark,11
AUSTRALIA,2000,Western Australia,"Cottesloe Beach, Perth",Swimming,M,52,Leg & feet lacerated,N,"White shark, 4.9 m [16'] ",11
AUSTRALIA,2000,Western Australia,"Cottesloe Beach, Perth",Swimming,M,49,"FATAL, torso bitten, leg severed ",Y,"White shark, 5 m [16.5'] ",11
USA,2000,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",Surfing,M,27,Both thighs bitten,N,"White shark, 2.4 m to 3 m [8' to 10'] ",11
USA,2000,Florida,"Fort Pierce Inlet State Park, St Lucie County",Surfing,M,23,Leg lacerated,N,other,10
USA,2000,Hawaii,Olowalu,Swimming / snorkeling,F,56,Right side of back / torso lacerated,N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",10
USA,2000,Florida,"South Beach, Sebastian, Indian River County",Swimming,M,69,Right hand lacerated,N,other,10
USA,2000,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",Surfing,M,17,Foot lacerated,N,2.1 to 2.4 m [7' to 8'] shark,10
USA,2000,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Fingers lacerated,N,"Blacktip shark, 2' ",10
USA,2000,Florida,"New Smyrna Beach, Volusia County",Body surfing,M,11,Right foot & heel lacerated,N,other,10
USA,2000,North Carolina,"Wrightsville Beach, New Hanover County",Surfing,M,24,Upper left arm lacerated,N,other,10
USA,2000,California,"Mavericks, Half Moon Bay, San Mateo County",Sitting on surfboard,M,0,No injury,N,"White shark, 4.3 m [14']",9
AUSTRALIA,2000,South Australia,"Black Point, Eyre Peninsula",Surfing,M,17,FATAL,Y,White shark,9
AUSTRALIA,2000,South Australia,Cactus Beach near Penong,Surfing,M,25,FATAL,Y,"White shark, 4 m to 5 m [13' to 16.5'] ",9
OKINAWA,2000,Miyako Island,Sunayama Beach,Surfing,M,31, FATAL,Y,"White shark, 2.5 m ",9
USA,2000,South Carolina,"Isle of Palms, Charleston County",other,UNKNOWN,0,Non-fatal,N,other,9
USA,2000,Florida,"Fort Pierce Inlet, St Lucie County",Standing / surfing,M,49,Right lower leg & ankle lacerated,N,other,9
USA,2000,Florida,"Sebastian Inlet, Indian River or Brevard County",Surfing,F,26,Puncture wounds on knee,N,other,9
USA,2000,Florida,"Daytona Beach Shores, Volusia County",Swimming / Body surfing,M,25,Finger lacerated,N,60 cm to 90 cm [2' to 3'] shark,9
USA,2000,Florida,"Vero Beach, Indian River County",Swimming,M,8,Minor injury to arm and hand,N,other,9
SOUTH AFRICA,2000,Western Cape Province,Dyer Island,Free diving,M,48,Swim fin bitten,N,"White shark, 3.5 m [11.5']  male ",9
TANZANIA,2000,other,"Coco Beach, Dar-es-Salaam (Reported as the 5th fatality in 3 months at Coco Beach)",Swimming,M,28,FATAL,Y,Thought to involve a Zambesi shark,9
USA,2000,Florida,"New Smyrna Beach, Volusia County",Wading,M,40,Left foot lacerated ,N,1.5 m [5'] shark,9
REUNION,2000,Saint-Pierre,Pic du Diable ,Surfing,M,27,Left arm bitten,N,"Tiger shark, 3 m [10'] ",9
TANZANIA,2000,other,"Coco Beach, Dar-es-Salaam",Swimming,UNKNOWN,0,FATAL,Y,Thought to involve a Zambesi shark,9
USA,2000,Florida,"New Smyrna Beach, Volusia County",Swimming,M,47,Punctures & lacerations on right foot,N,A 2' shark was seen in the area by witnesses,8
USA,2000,Florida,"Boca Ciega Bay, Tampa, Pinellas County",Jumped into the water,M,69,FATAL,Y,"Thought to involve a 2.7 m [9'], 400-lb bull shark",8
USA,2000,North Carolina,"Bouges Bank, Emerald Isle, Carteret County",Swimming out to porpoises ,M,0,"Severe gash to left hand above wrist, almost severing hand",N,other,8
USA,2000,Hawaii,"Kanaha Beach, Maui","Windsurfing, but sitting on his board",M,53,Left calf lacerated,N,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",8
USA,2000,Florida,"South Jacksonville Beach, Duval County",Surfing / Wading,M,27,Minor lacerations to the dorsum of the right foot,N,juvenile shark,8
USA,2000,Florida,"St. Augustine, St. Johns County",Standing,F,44,Severely bitten on lower leg ,N,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",8
TANZANIA,2000,other,"Coco Beach, Dar-es-Salaam",Swimming,UNKNOWN,0,FATAL,Y,Thought to involve a Zambesi shark,8
USA,2000,Florida,"New Smyrna Beach, Volusia County",other,M,5,Minor laceration on left leg,N,other,7
USA,2000,Florida,"Big Pine Key, Monroe County ",Snorkeling,F,45,Leg pinched,N,"Nurse shark, 1.5 m [5']",7
USA,2000,North Carolina,"Oceanic Pier, Wrightsville Beach, New Hanover County",Surfing,M,16,Foot lacerated,N,other,7
USA,2000,North Carolina,"Holden Beach, Brunswick County",Surfing,M,14,Minor lacerations on foot,N,1.8 m [6'] grey-colored shark,7
SOUTH AFRICA,2000,Eastern Cape Province,"Nahoon, East London",Surfing,M,15,Hand lacerated,N,other,7
SOUTH AFRICA,2000,Eastern Cape Province,Cape Recife,Surfing,M,18,"No injury, flung off board",N,other,7
SOUTH AFRICA,2000,KwaZulu-Natal,South of Durban,Surfing,M,0,No Injury,N,other,7
TONGA,2000,Minerva Reef,Treated at Nuku-alofa,Scuba diving,M,69,Left arm bitten,N,"Grey reef shark, 2 m [6.75'] ",7
USA,2000,Florida,"Daytona  Beach, Volusia County",Wading,M,13,Minor laceration & 3 punctures to right foot,N,other,7
USA,2000,Florida,"Neptune Avenue, Ormond Beach, Volusia County",Swimming ,M,41,Knee & calf lacerated,N,other,7
USA,2000,Texas,"Mustang Island, Corpus Christi",Jumping,M,5,Ankle & foot lacerated,N,"Lemon shark, 2.1  m to 2.4 m [7' to 8'] ",7
USA,2000,North Carolina,"Pine Island, Corolla, Currituck County",Playing,F,12,Calf lacerated,N,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",7
USA,2000,Florida,"Daytona Beach, Volusia County",Wading,F,20,Left inner thigh,N,other,7
USA,2000,Florida,"Artifical reef 3 miles off Manatee Beach, Manatee County","Spearfishing, holding mesh bag with speared fish",F,55,Lower right calf lacerated,N,"Nurse shark, 1.2 m [4'] ",7
USA,2000,Florida,"Smyrna Dunes  Park, New Smyrna Beach, Volusia County",Wading,F,13,Left calf & hand lacerated,N,0.9 m [3'] shark,7
USA,2000,Florida,"Smyrna Dunes Park, New Smyrna Beach, Volusia County",Standing,F,19,Left thigh lacerated,N,"0.9 m [3'] shark,  probably a blacktip or spinner shark",7
TANZANIA,2000,other,"Coco Beach, Dar-es-Salaam",Swimming,UNKNOWN,0,FATAL,Y,Thought to involve a Zambesi shark,7
PAPUA NEW GUINEA,2000,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",other,M,0,FATAL,Y,other,6
USA,2000,Florida,"Seminole Avenue, Ormond Beach, Volusia County",Standing,M,52,Right ankle lacerated,N,other,6
USA,2000,Texas,"J.P. Luby Surf Park, Corpus Christi",Surfing,M,17,Foot lacerated,N,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",6
USA,2000,Alabama,"Gulf Shores, Baldwin County",Swimming,M,55,Puncture wounds on right hip and arm,N,Bull shark?,6
USA,2000,Alabama,"Gulf Shores, Baldwin County",Swimming ,M,44,Right forearm severed surgically amputated above elbow,N,Bull shark,6
USA,2000,Florida,"27th Avenue, New Smyrna Beach, Volusia County",Snorkeling,M,13,Right forearm lacerated,N,other,6
TANZANIA,2000,other,"Coco Beach in Oyster Bay, 7 km north of Dar-es-Salaam",Swimming,M,0,"FATAL, legs severed  ",Y,Thought to involve a Zambesi shark,6
PAPUA NEW GUINEA,2000,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Standing,M,9,Left leg & ankle bitten,N,other,5
PAPUA NEW GUINEA,2000,Madang Province,"Long Island near Madang, about 500 km (310 miles) north of the South Pacific nation's capital of Port Moresby",Diving,M,0,FATAL,Y,other,5
USA,2000,Florida,"On the south side of Ponce Inlet, Volusia County",Walking,M,34,Left foot lacerated,N,other,4
USA,2000,Florida,"Municipal Beach, Riviera Beach, Palm Beach County",Boogie boarding / wading,M,0,Puncture marks on right thigh,N,other,4
USA,2000,Florida,Santa Rosa Sound Escambia County,Fishing,M,0,"No Injury, bumped by shark",N,other,3
AUSTRALIA,2000,Queensland,"Main Beach, Gold Coast",Swimming,M,26,Left calf bitten,N,2.5 m shark,3
USA,2000,Florida,"Juno Beach, Palm Beach County",Boogie boarding,F,14,Right knee lacerated,N,1.8 m [6'] shark,3
USA,2000,Florida,"Floridana Beach, Brevard County",Surfing,M,37,Left hand bitten,N,1.2 m [4'] shark,3
NEW CALEDONIA,2000,North Province,Poum,Spearfishing,M,35,FATAL,Y,Tiger shark?,3
AUSTRALIA,2000,New South Wales,"McMasters Beach, Central Coast",Surfing,M,0,No Injury,N,"Tiger shark, 4 m [13'] ?",3
AUSTRALIA,2000,New South Wales,"Taronga Wharf, Athol Bay, Sydney Harbor",Swimming,M,0,Survived,N,other,3
USA,2000,Louisiana,Midnight Lump (38 miles offshore),Spearfishing,M,39,"No injury to diver, speargun damaged",N,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] ",3
USA,2000,Florida,"Riviera Beach, Palm Beach County",other,M,27,Right calf bitten,N,other,2
SOUTH AFRICA,2000,Western Cape Province,Struis Bay,Body surfing,M,0,Foot bitten,N,"White shark, 2.5 m ",2
NEW ZEALAND,2000,South Island,Oreti Beach (reported as the 4th person bitten in NZ in 2000),Surfing,M,12,"No injury, wetsuit punctured",N,other,2
AUSTRALIA,2000,South Australia,"Point Sinclair, Cactus Beach near Penong",Surfing,M,26,Hand bitten,N,3 m [10'] shark,2
THAILAND,2000,Phang nga Province,Phang nga Island,Diving,M,35,FATAL,Y,other,1
